0    [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 408, speed: 25, numberOfBlocks:18, blockLength: 154, crossings: 18-9-15, singleDirection: false, highBlocknumberSectionId: 7-536}
1932 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 78, speed: 9, numberOfBlocks:28, blockLength: 193, crossings: 8-13-9-13, singleDirection: true, highBlocknumberSectionId: }
1932 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 78, speed: 9, numberOfBlocks:28, blockLength: 193, crossings: 8-13-9-13, singleDirection: true, highBlocknumberSectionId: }
2033 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 225, speed: 9, numberOfBlocks:22, blockLength: 62, crossings: , singleDirection: true, highBlocknumberSectionId: }
2033 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 225, speed: 9, numberOfBlocks:22, blockLength: 62, crossings: , singleDirection: true, highBlocknumberSectionId: }
2134 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 203, speed: 47, numberOfBlocks:26, blockLength: 180, crossings: 3-15-16-17, singleDirection: true, highBlocknumberSectionId: }
2134 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 203, speed: 47, numberOfBlocks:26, blockLength: 180, crossings: 3-15-16-17, singleDirection: true, highBlocknumberSectionId: }
2235 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 22, speed: 14, numberOfBlocks:43, blockLength: 50, crossings: , singleDirection: false, highBlocknumberSectionId: 490-702}
2236 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 22, speed: 14, numberOfBlocks:43, blockLength: 50, crossings: , singleDirection: false, highBlocknumberSectionId: 490-702}
2338 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 202, speed: 4, numberOfBlocks:27, blockLength: 66, crossings: 11-9, singleDirection: false, highBlocknumberSectionId: 66-680}
2338 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 202, speed: 4, numberOfBlocks:27, blockLength: 66, crossings: 11-9, singleDirection: false, highBlocknumberSectionId: 66-680}
2438 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 150, speed: 19, numberOfBlocks:8, blockLength: 68, crossings: 2-3-1, singleDirection: true, highBlocknumberSectionId: }
2438 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 150, speed: 19, numberOfBlocks:8, blockLength: 68, crossings: 2-3-1, singleDirection: true, highBlocknumberSectionId: }
2540 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 447, speed: 34, numberOfBlocks:16, blockLength: 86, crossings: , singleDirection: false, highBlocknumberSectionId: 327-539}
2540 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 447, speed: 34, numberOfBlocks:16, blockLength: 86, crossings: , singleDirection: false, highBlocknumberSectionId: 327-539}
2642 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 372, speed: 50, numberOfBlocks:26, blockLength: 82, crossings: 7-11-15, singleDirection: false, highBlocknumberSectionId: 83-857}
2642 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 372, speed: 50, numberOfBlocks:26, blockLength: 82, crossings: 7-11-15, singleDirection: false, highBlocknumberSectionId: 83-857}
2743 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 296, speed: 21, numberOfBlocks:41, blockLength: 145, crossings: 3, singleDirection: false, highBlocknumberSectionId: 111-733}
2743 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 296, speed: 21, numberOfBlocks:41, blockLength: 145, crossings: 3, singleDirection: false, highBlocknumberSectionId: 111-733}
2844 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 344, speed: 24, numberOfBlocks:6, blockLength: 57, crossings: 6-4-4-6, singleDirection: true, highBlocknumberSectionId: }
2844 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 344, speed: 24, numberOfBlocks:6, blockLength: 57, crossings: 6-4-4-6, singleDirection: true, highBlocknumberSectionId: }
2945 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 147, speed: 20, numberOfBlocks:11, blockLength: 76, crossings: 11, singleDirection: false, highBlocknumberSectionId: 277-579}
2945 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 147, speed: 20, numberOfBlocks:11, blockLength: 76, crossings: 11, singleDirection: false, highBlocknumberSectionId: 277-579}
3046 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 68, speed: 3, numberOfBlocks:38, blockLength: 81, crossings: 14-8, singleDirection: false, highBlocknumberSectionId: 172-670}
3046 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 68, speed: 3, numberOfBlocks:38, blockLength: 81, crossings: 14-8, singleDirection: false, highBlocknumberSectionId: 172-670}
3147 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 471, speed: 39, numberOfBlocks:12, blockLength: 185, crossings: 8, singleDirection: false, highBlocknumberSectionId: 89-784}
3147 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 471, speed: 39, numberOfBlocks:12, blockLength: 185, crossings: 8, singleDirection: false, highBlocknumberSectionId: 89-784}
3248 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 259, speed: 16, numberOfBlocks:34, blockLength: 190, crossings: 29-28, singleDirection: false, highBlocknumberSectionId: 407-614}
3248 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 259, speed: 16, numberOfBlocks:34, blockLength: 190, crossings: 29-28, singleDirection: false, highBlocknumberSectionId: 407-614}
3349 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 476, speed: 9, numberOfBlocks:48, blockLength: 88, crossings: 41-4-8, singleDirection: true, highBlocknumberSectionId: }
3349 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 476, speed: 9, numberOfBlocks:48, blockLength: 88, crossings: 41-4-8, singleDirection: true, highBlocknumberSectionId: }
3349 [main] INFO  be.kdg.Simulator.RideSimulator  - Ride after getRoute: Ride: { rideId: 33, Delay: 10000, rideSections: [Section: { sectionId: 408, speed: 25, numberOfBlocks:18, blockLength: 154, crossings: 18-9-15, singleDirection: false, highBlocknumberSectionId: 7-536}, Section: { sectionId: 226, speed: 7, numberOfBlocks:9, blockLength: 166, crossings: 5, singleDirection: false, highBlocknumberSectionId: 101-571}, Section: { sectionId: 410, speed: 11, numberOfBlocks:17, blockLength: 181, crossings: , singleDirection: false, highBlocknumberSectionId: 27-833}, Section: { sectionId: 159, speed: 38, numberOfBlocks:15, blockLength: 188, crossings: 14-13-13, singleDirection: true, highBlocknumberSectionId: }, Section: { sectionId: 127, speed: 49, numberOfBlocks:16, blockLength: 158, crossings: 5-4, singleDirection: false, highBlocknumberSectionId: 130-772}, Section: { sectionId: 90, speed: 27, numberOfBlocks:2, blockLength: 163, crossings: 1, singleDirection: true, highBlocknumberSectionId: }, Section: { sectionId: 174, speed: 12, numberOfBlocks:47, blockLength: 128, crossings: 7-40-32-36, singleDirection: true, highBlocknumberSectionId: }, Section: { sectionId: 392, speed: 48, numberOfBlocks:18, blockLength: 149, crossings: 14-12-9, singleDirection: true, highBlocknumberSectionId: }, Section: { sectionId: 319, speed: 19, numberOfBlocks:32, blockLength: 65, crossings: 14, singleDirection: true, highBlocknumberSectionId: }, Section: { sectionId: 6, speed: 12, numberOfBlocks:3, blockLength: 40, crossings: , singleDirection: true, highBlocknumberSectionId: }, Section: { sectionId: 250, speed: 38, numberOfBlocks:22, blockLength: 61, crossings: 11, singleDirection: true, highBlocknumberSectionId: }, Section: { sectionId: 26, speed: 41, numberOfBlocks:9, blockLength: 140, crossings: 1, singleDirection: false, highBlocknumberSectionId: 25-697}, Section: { sectionId: 224, speed: 46, numberOfBlocks:19, blockLength: 124, crossings: 7-4-15, singleDirection: false, highBlocknumberSectionId: 482-792}, Section: { sectionId: 370, speed: 31, numberOfBlocks:40, blockLength: 89, crossings: 32-24-30-18, singleDirection: false, highBlocknumberSectionId: 256-920}, Section: { sectionId: 325, speed: 2, numberOfBlocks:41, blockLength: 199, crossings: 34-9-2-31, singleDirection: true, highBlocknumberSectionId: }, Section: { sectionId: 295, speed: 8, numberOfBlocks:29, blockLength: 65, crossings: , singleDirection: true, highBlocknumberSectionId: }, Section: { sectionId: 131, speed: 40, numberOfBlocks:22, blockLength: 136, crossings: 13-14-20, singleDirection: false, highBlocknumberSectionId: 232-911}, Section: { sectionId: 394, speed: 50, numberOfBlocks:12, blockLength: 154, crossings: , singleDirection: false, highBlocknumberSectionId: 368-961}, Section: { sectionId: 330, speed: 48, numberOfBlocks:50, blockLength: 69, crossings: 42-33, singleDirection: false, highBlocknumberSectionId: 443-694}, Section: { sectionId: 78, speed: 9, numberOfBlocks:28, blockLength: 193, crossings: 8-13-9-13, singleDirection: true, highBlocknumberSectionId: }, Section: { sectionId: 225, speed: 9, numberOfBlocks:22, blockLength: 62, crossings: , singleDirection: true, highBlocknumberSectionId: }, Section: { sectionId: 203, speed: 47, numberOfBlocks:26, blockLength: 180, crossings: 3-15-16-17, singleDirection: true, highBlocknumberSectionId: }, Section: { sectionId: 22, speed: 14, numberOfBlocks:43, blockLength: 50, crossings: , singleDirection: false, highBlocknumberSectionId: 490-702}, Section: { sectionId: 202, speed: 4, numberOfBlocks:27, blockLength: 66, crossings: 11-9, singleDirection: false, highBlocknumberSectionId: 66-680}, Section: { sectionId: 150, speed: 19, numberOfBlocks:8, blockLength: 68, crossings: 2-3-1, singleDirection: true, highBlocknumberSectionId: }, Section: { sectionId: 447, speed: 34, numberOfBlocks:16, blockLength: 86, crossings: , singleDirection: false, highBlocknumberSectionId: 327-539}, Section: { sectionId: 372, speed: 50, numberOfBlocks:26, blockLength: 82, crossings: 7-11-15, singleDirection: false, highBlocknumberSectionId: 83-857}, Section: { sectionId: 296, speed: 21, numberOfBlocks:41, blockLength: 145, crossings: 3, singleDirection: false, highBlocknumberSectionId: 111-733}, Section: { sectionId: 344, speed: 24, numberOfBlocks:6, blockLength: 57, crossings: 6-4-4-6, singleDirection: true, highBlocknumberSectionId: }, Section: { sectionId: 147, speed: 20, numberOfBlocks:11, blockLength: 76, crossings: 11, singleDirection: false, highBlocknumberSectionId: 277-579}, Section: { sectionId: 68, speed: 3, numberOfBlocks:38, blockLength: 81, crossings: 14-8, singleDirection: false, highBlocknumberSectionId: 172-670}, Section: { sectionId: 471, speed: 39, numberOfBlocks:12, blockLength: 185, crossings: 8, singleDirection: false, highBlocknumberSectionId: 89-784}, Section: { sectionId: 259, speed: 16, numberOfBlocks:34, blockLength: 190, crossings: 29-28, singleDirection: false, highBlocknumberSectionId: 407-614}, Section: { sectionId: 476, speed: 9, numberOfBlocks:48, blockLength: 88, crossings: 41-4-8, singleDirection: true, highBlocknumberSectionId: }]}
3557 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 131, speed: 48, numberOfBlocks:44, blockLength: 190, crossings: 13-13-15, singleDirection: false, highBlocknumberSectionId: 282-897}
3557 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 131, speed: 48, numberOfBlocks:44, blockLength: 190, crossings: 13-13-15, singleDirection: false, highBlocknumberSectionId: 282-897}
3659 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 63, speed: 21, numberOfBlocks:18, blockLength: 176, crossings: 3-3-9-6, singleDirection: false, highBlocknumberSectionId: 64-680}
3659 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 63, speed: 21, numberOfBlocks:18, blockLength: 176, crossings: 3-3-9-6, singleDirection: false, highBlocknumberSectionId: 64-680}
3761 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 428, speed: 20, numberOfBlocks:7, blockLength: 130, crossings: 6-6-6-7, singleDirection: true, highBlocknumberSectionId: }
3761 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 428, speed: 20, numberOfBlocks:7, blockLength: 130, crossings: 6-6-6-7, singleDirection: true, highBlocknumberSectionId: }
3862 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 21, speed: 32, numberOfBlocks:18, blockLength: 166, crossings: 17, singleDirection: true, highBlocknumberSectionId: }
3862 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 21, speed: 32, numberOfBlocks:18, blockLength: 166, crossings: 17, singleDirection: true, highBlocknumberSectionId: }
3963 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 321, speed: 22, numberOfBlocks:49, blockLength: 123, crossings: 40-19, singleDirection: true, highBlocknumberSectionId: }
3963 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 321, speed: 22, numberOfBlocks:49, blockLength: 123, crossings: 40-19, singleDirection: true, highBlocknumberSectionId: }
4064 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 466, speed: 19, numberOfBlocks:24, blockLength: 156, crossings: 23-5, singleDirection: false, highBlocknumberSectionId: 324-980}
4064 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 466, speed: 19, numberOfBlocks:24, blockLength: 156, crossings: 23-5, singleDirection: false, highBlocknumberSectionId: 324-980}
4165 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 178, speed: 7, numberOfBlocks:1, blockLength: 121, crossings: 1-1-1, singleDirection: true, highBlocknumberSectionId: }
4165 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 178, speed: 7, numberOfBlocks:1, blockLength: 121, crossings: 1-1-1, singleDirection: true, highBlocknumberSectionId: }
4268 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 138, speed: 32, numberOfBlocks:25, blockLength: 168, crossings: 11-2, singleDirection: true, highBlocknumberSectionId: }
4268 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 138, speed: 32, numberOfBlocks:25, blockLength: 168, crossings: 11-2, singleDirection: true, highBlocknumberSectionId: }
4369 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 36, speed: 16, numberOfBlocks:13, blockLength: 148, crossings: , singleDirection: true, highBlocknumberSectionId: }
4369 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 36, speed: 16, numberOfBlocks:13, blockLength: 148, crossings: , singleDirection: true, highBlocknumberSectionId: }
4471 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 240, speed: 21, numberOfBlocks:45, blockLength: 97, crossings: 44-2, singleDirection: false, highBlocknumberSectionId: 227-888}
4471 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 240, speed: 21, numberOfBlocks:45, blockLength: 97, crossings: 44-2, singleDirection: false, highBlocknumberSectionId: 227-888}
4471 [main] INFO  be.kdg.Simulator.RideSimulator  - Ride after getRoute: Ride: { rideId: 42, Delay: 10000, rideSections: [Section: { sectionId: 131, speed: 48, numberOfBlocks:44, blockLength: 190, crossings: 13-13-15, singleDirection: false, highBlocknumberSectionId: 282-897}, Section: { sectionId: 63, speed: 21, numberOfBlocks:18, blockLength: 176, crossings: 3-3-9-6, singleDirection: false, highBlocknumberSectionId: 64-680}, Section: { sectionId: 428, speed: 20, numberOfBlocks:7, blockLength: 130, crossings: 6-6-6-7, singleDirection: true, highBlocknumberSectionId: }, Section: { sectionId: 21, speed: 32, numberOfBlocks:18, blockLength: 166, crossings: 17, singleDirection: true, highBlocknumberSectionId: }, Section: { sectionId: 321, speed: 22, numberOfBlocks:49, blockLength: 123, crossings: 40-19, singleDirection: true, highBlocknumberSectionId: }, Section: { sectionId: 466, speed: 19, numberOfBlocks:24, blockLength: 156, crossings: 23-5, singleDirection: false, highBlocknumberSectionId: 324-980}, Section: { sectionId: 178, speed: 7, numberOfBlocks:1, blockLength: 121, crossings: 1-1-1, singleDirection: true, highBlocknumberSectionId: }, Section: { sectionId: 138, speed: 32, numberOfBlocks:25, blockLength: 168, crossings: 11-2, singleDirection: true, highBlocknumberSectionId: }, Section: { sectionId: 36, speed: 16, numberOfBlocks:13, blockLength: 148, crossings: , singleDirection: true, highBlocknumberSectionId: }, Section: { sectionId: 240, speed: 21, numberOfBlocks:45, blockLength: 97, crossings: 44-2, singleDirection: false, highBlocknumberSectionId: 227-888}]}
4675 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 84, speed: 39, numberOfBlocks:38, blockLength: 64, crossings: 30-32, singleDirection: true, highBlocknumberSectionId: }
4675 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 84, speed: 39, numberOfBlocks:38, blockLength: 64, crossings: 30-32, singleDirection: true, highBlocknumberSectionId: }
4776 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 342, speed: 6, numberOfBlocks:36, blockLength: 145, crossings: 9-22-30-11, singleDirection: true, highBlocknumberSectionId: }
4776 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 342, speed: 6, numberOfBlocks:36, blockLength: 145, crossings: 9-22-30-11, singleDirection: true, highBlocknumberSectionId: }
4877 [main] INFO  be.kdg.Simulator.DomainLoader.SectionLoader  - SectionInfo set: Section: { sectionId: 252, speed: 13, numberOfBlocks:10, blockLength: 137, crossings: 5-1-6-1, singleDirection: false, highBlocknumberSectionId: 437-721}
4877 [main] INFO  be.kdg.Simulator.DomainLoader.RideRouter  - loadSection with info: Section: { sectionId: 252, speed: 13, numberOfBlocks:10, blockLength: 137, crossings: 5-1-6-1, singleDirection: false, highBlocknumberSectionId: 437-721}
